,id,rodada_id,pontos,preco,variacao,media,apelido,ult_pontuacao,scout,posicao,clube,status,em_casa
842,68770,16,0.0,4.3,0.0,1.2,Camacho,0.0,"{'FC': 1, 'FS': 1, 'PE': 1, 'RB': 1}",mei,ATL,Suspenso,0
854,79887,16,0.0,4.0,0.0,0.0,Fabiano,0.0,{},lat,PAL,Nulo,1
878,82407,16,0.0,3.5,0.0,0.5,Chico,0.0,"{'CA': 1, 'FC': 14, 'FD': 1, 'FF': 1, 'FS': 8, 'PE': 7, 'RB': 6}",mei,CEA,Nulo,0
902,71680,16,0.0,2.18,0.0,0.5,Raúl Cáceres,0.0,"{'CA': 1, 'FC': 11, 'FD': 1, 'FS': 1, 'I': 1, 'PE': 6, 'RB': 2, 'SG': 1}",lat,VAS,Nulo,1
914,71631,16,0.0,13.5,0.0,3.64,Weverton,0.0,"{'DD': 20, 'FS': 3, 'GS': 16, 'PE': 5, 'SG': 5}",gol,PAL,Provável,1
974,71719,16,0.0,5.22,0.0,1.71,Elton,0.0,"{'CA': 1, 'FC': 19, 'FD': 1, 'FF': 4, 'PE': 15, 'RB': 18}",mei,BAH,Contundido,0
986,68886,16,0.0,5.45,0.0,0.88,Digão,5.0,"{'CA': 1, 'CV': 2, 'FC': 15, 'FF': 1, 'FS': 7, 'I': 1, 'PE': 16, 'RB': 12, 'SG': 4}",zag,FLU,Dúvida,0
998,71684,16,0.0,12.95,0.0,3.58,Gustavo Gómez,0.0,"{'CA': 4, 'CV': 1, 'FC': 11, 'FD': 3, 'FF': 1, 'FS': 9, 'G': 2, 'PE': 12, 'RB': 13, 'SG': 3}",zag,PAL,Provável,1
1022,68873,16,0.0,4.63,0.0,3.37,Paulo Victor,6.7,"{'CA': 1, 'DD': 28, 'FS': 1, 'GS': 14, 'PE': 11, 'SG': 7}",gol,GRE,Provável,1
1046,71787,16,0.0,3.8,0.0,0.0,Juninho Quixadá,0.6,"{'FC': 2, 'FF': 3, 'FS': 3, 'FT': 1, 'PE': 4}",mei,CEA,Nulo,0
1082,68896,16,0.0,5.0,0.0,0.0,Ramon,0.0,{},lat,VAS,Nulo,1
1094,71724,16,0.0,3.05,0.0,2.37,Agenor,0.0,"{'CV': 1, 'DD': 9, 'FS': 3, 'GS': 7, 'PE': 1, 'SG': 1}",gol,FLU,Nulo,0
1106,71829,16,0.0,6.8,0.0,2.14,Júnior Urso,0.0,"{'CA': 3, 'FC': 21, 'FD': 7, 'FF': 6, 'FS': 15, 'I': 1, 'PE': 23, 'RB': 22}",mei,COR,Contundido,0
1130,68920,16,0.0,20.95,0.0,7.75,Dudu,1.0,"{'A': 2, 'CA': 3, 'FC': 15, 'FD': 17, 'FF': 18, 'FS': 71, 'G': 6, 'I': 5, 'PE': 58, 'RB': 9}",ata,PAL,Provável,1
1166,72071,16,0.0,4.0,0.0,0.0,Amaral,0.0,{},mei,CSA,Contundido,1
1214,68901,16,0.0,1.69,0.0,0.72,Rodrigo Pimpão,0.0,"{'A': 3, 'CA': 6, 'FC': 26, 'FD': 6, 'FF': 9, 'FS': 6, 'I': 2, 'PE': 39, 'RB': 11}",ata,BOT,Nulo,0
1226,68928,16,0.0,3.99,0.0,2.73,Rafael,0.0,"{'DD': 5, 'FS': 1, 'GS': 6, 'PE': 1, 'SG': 1}",gol,CRU,Nulo,1
1250,68930,16,0.0,3.56,0.0,0.97,Kieza,0.0,"{'FC': 9, 'FD': 4, 'FF': 5, 'FS': 13, 'I': 1, 'PE': 2}",ata,FOR,Provável,1
1274,72359,16,0.0,9.0,0.0,1.62,Luiz Otávio,11.1,"{'A': 1, 'CA': 5, 'FC': 21, 'FD': 1, 'FF': 2, 'FS': 9, 'PE': 17, 'RB': 18, 'SG': 4}",zag,CEA,Provável,0
1286,72290,16,0.0,8.0,0.0,0.0,Jailson,0.0,"{'DD': 4, 'GS': 3}",gol,PAL,Nulo,1
1310,72079,16,0.0,4.39,0.0,1.1,Bruno Cortez,3.6,"{'A': 2, 'FC': 10, 'FS': 12, 'G': 1, 'I': 4, 'PE': 23, 'RB': 11, 'SG': 3}",lat,GRE,Provável,1
1322,72142,16,0.0,8.7,0.0,5.3,Danilo Avelar,0.2,"{'CA': 4, 'FC': 20, 'FD': 5, 'FF': 2, 'FS': 24, 'G': 1, 'I': 1, 'PE': 28, 'RB': 23, 'SG': 9}",lat,COR,Provável,0
1346,68938,16,0.0,4.32,0.0,1.76,Giovanni Augusto,0.0,"{'A': 1, 'CA': 1, 'CV': 1, 'FC': 16, 'FD': 6, 'FF': 8, 'FS': 15, 'PE': 37, 'RB': 14}",mei,GOI,Nulo,1
1358,72362,16,0.0,9.36,0.0,4.57,Rodrigo Lindoso,2.0,"{'A': 2, 'CA': 1, 'FC': 19, 'FD': 6, 'FF': 8, 'FS': 14, 'FT': 2, 'G': 3, 'I': 1, 'PE': 29, 'RB': 42}",mei,INT,Provável,0
1382,68950,16,0.0,4.49,0.0,-0.5,Ronaldo Alves,3.3,"{'CA': 1, 'FC': 8, 'FF': 4, 'FS': 5, 'PE': 4, 'RB': 4, 'SG': 1}",zag,CSA,Provável,1
1442,72391,16,0.0,6.9,0.0,2.82,Fernando Diniz,7.02,{},tec,SAO,Provável,0
1478,69010,16,0.0,1.19,0.0,-0.65,João Carlos,0.0,"{'CV': 1, 'DD': 1, 'FC': 1, 'FS': 1, 'GS': 2, 'PE': 1, 'SG': 1}",gol,CSA,Dúvida,1
1490,72605,16,0.0,6.71,0.0,1.4,Vitor Hugo,5.8,"{'FC': 8, 'FD': 4, 'FF': 4, 'FS': 5, 'I': 3, 'PE': 7, 'RB': 5, 'SG': 3}",zag,PAL,Provável,1
1502,72772,16,0.0,6.3,0.0,2.4,Luiz Adriano,0.0,"{'A': 1, 'FC': 12, 'FD': 1, 'FF': 3, 'FS': 11, 'G': 2, 'I': 2, 'PE': 8, 'RB': 1}",ata,PAL,Contundido,1
1514,72494,16,0.0,3.07,0.0,1.3,Celsinho,-1.0,"{'CA': 1, 'FC': 4, 'FS': 1, 'PE': 16, 'RB': 5, 'SG': 1}",lat,CSA,Nulo,1
1538,73281,16,0.0,7.0,0.0,0.0,Renê Júnior,0.0,"{'FC': 1, 'FS': 3, 'PE': 1, 'RB': 1}",mei,COR,Nulo,0
1550,69008,16,0.0,2.0,0.0,0.0,Neto,0.0,{},zag,CHA,Contundido,0
1610,73446,16,0.0,6.0,0.0,0.0,Éderson,0.0,{},ata,FOR,Nulo,1
1646,69041,16,0.0,2.92,0.0,1.38,Muriel,14.5,"{'CA': 1, 'DD': 24, 'FC': 1, 'FS': 5, 'GS': 12, 'PE': 5, 'SG': 5}",gol,FLU,Provável,0
1670,69047,16,0.0,3.66,0.0,0.68,Paulo Roberto,0.0,"{'FC': 5, 'FF': 1, 'FS': 7, 'PE': 7, 'RB': 2}",mei,FOR,Nulo,1
1682,69051,16,0.0,8.12,0.0,8.85,Danilo Fernandes,0.0,"{'DD': 8, 'GS': 2, 'PE': 1, 'SG': 1}",gol,INT,Nulo,0
1694,73501,16,0.0,1.55,0.0,0.66,Julinho,0.0,"{'CA': 2, 'FC': 4, 'FD': 2, 'FF': 2, 'FS': 3, 'PE': 9, 'RB': 6}",mei,AVA,Nulo,1
1706,73476,16,0.0,6.9,0.0,0.0,Marcão,7.59,{},tec,FLU,Provável,0
1718,69138,16,0.0,15.1,0.0,10.2,Pablo,0.0,"{'CA': 2, 'FC': 12, 'FD': 1, 'FF': 8, 'FS': 5, 'FT': 1, 'G': 3, 'I': 5, 'PE': 6, 'RB': 2}",ata,SAO,Contundido,0
1730,69288,16,0.0,6.35,0.0,0.9,Gamarra,0.0,"{'FC': 2, 'FF': 1, 'PE': 3, 'RB': 1}",ata,CSA,Nulo,1
1742,69141,16,0.0,14.69,0.0,3.23,Ricardo Bueno,0.0,"{'A': 2, 'CA': 3, 'FC': 22, 'FD': 6, 'FF': 8, 'FS': 17, 'G': 5, 'I': 11, 'PE': 19, 'PP': 1, 'RB': 12}",ata,CSA,Nulo,1
1754,73513,16,0.0,3.68,0.0,1.9,Maranhão,0.0,"{'FC': 12, 'FD': 1, 'FF': 3, 'FS': 18, 'G': 1, 'I': 4, 'PE': 14, 'RB': 6}",ata,CSA,Nulo,1
1766,73619,16,0.0,5.39,0.0,1.63,Wellington Nem,1.3,"{'CA': 2, 'FC': 11, 'FD': 2, 'FF': 7, 'FS': 23, 'PE': 6, 'RB': 2}",ata,FLU,Provável,0
1778,73540,16,0.0,9.4,0.0,2.95,Rogério,-0.6,"{'FC': 7, 'FD': 6, 'FF': 4, 'FS': 14, 'G': 1, 'I': 3, 'PE': 9, 'RB': 3}",ata,BAH,Nulo,0
1802,73533,16,0.0,3.0,0.0,0.0,Glédson,0.0,"{'DD': 2, 'GS': 2}",gol,AVA,Nulo,1
1838,69705,16,0.0,15.48,0.0,3.38,Nikão,0.0,"{'A': 2, 'CA': 2, 'FC': 10, 'FD': 10, 'FF': 12, 'FS': 10, 'FT': 1, 'G': 4, 'I': 3, 'PE': 20, 'RB': 7}",mei,ATL,Contundido,0
1850,73608,16,0.0,2.41,0.0,0.3,Nenê Bonilha,0.0,"{'FC': 1, 'FF': 1}",mei,FOR,Contundido,1
1862,73620,16,0.0,8.28,0.0,3.13,Bruno Alves,8.0,"{'A': 1, 'CA': 3, 'FC': 30, 'FD': 1, 'FF': 6, 'FS': 13, 'PE': 24, 'RB': 27, 'SG': 9}",zag,SAO,Provável,0
1910,70222,16,0.0,3.74,0.0,1.03,Sidão,0.0,"{'DD': 8, 'GS': 8, 'PE': 6}",gol,VAS,Nulo,1
1922,70132,16,0.0,3.28,0.0,1.2,Alan Santos,1.2,"{'FC': 5, 'FF': 1, 'FS': 3, 'PE': 3, 'RB': 2}",mei,BOT,Nulo,0
1934,70666,16,0.0,5.51,0.0,5.05,Marllon,0.0,"{'CA': 1, 'FC': 1, 'FF': 1, 'FS': 7, 'PE': 4, 'RB': 3, 'SG': 1}",zag,COR,Nulo,0
1946,73789,16,0.0,2.47,0.0,1.0,Gilberto,2.7,"{'CA': 2, 'FC': 16, 'FD': 2, 'FF': 2, 'FS': 6, 'PE': 10, 'RB': 23}",mei,GOI,Provável,1
1958,70784,16,0.0,7.0,0.0,0.0,Joao Rojas,0.0,{},ata,SAO,Contundido,0
1982,73741,16,0.0,14.35,0.0,3.96,Marco Ruben,0.3,"{'A': 3, 'CA': 1, 'FC': 18, 'FD': 7, 'FF': 6, 'FS': 6, 'FT': 3, 'G': 2, 'I': 5, 'PE': 13, 'RB': 7}",ata,ATL,Dúvida,0
2066,70916,16,0.0,13.59,0.0,6.83,Diogo Barbosa,9.7,"{'A': 1, 'CA': 2, 'FC': 25, 'FD': 2, 'FF': 3, 'FS': 16, 'PE': 21, 'RB': 47, 'SG': 6}",lat,PAL,Provável,1
2102,73992,16,0.0,2.24,0.0,0.34,Rodinei,0.0,"{'CA': 3, 'FC': 8, 'FD': 1, 'FF': 1, 'FS': 5, 'I': 2, 'PE': 9, 'RB': 7, 'SG': 2}",lat,FLA,Nulo,0
2114,74074,16,0.0,4.01,0.0,2.15,Claudio Winck,0.0,"{'CA': 1, 'FC': 2, 'FF': 2, 'PE': 6, 'RB': 5}",lat,VAS,Nulo,1
2126,70944,16,0.0,10.11,0.0,1.77,Bruno Henrique,2.5,"{'A': 1, 'CA': 1, 'FC': 38, 'FD': 3, 'FF': 8, 'FS': 19, 'G': 4, 'PE': 36, 'RB': 19}",mei,PAL,Provável,1
2162,74069,16,0.0,3.8,0.0,1.67,Matheus Barbosa,2.2,"{'A': 1, 'CA': 1, 'FC': 14, 'FD': 3, 'FF': 5, 'FS': 10, 'I': 1, 'PE': 32, 'RB': 20}",mei,AVA,Provável,1
2186,75295,16,0.0,12.42,0.0,5.28,Paolo Guerrero,0.0,"{'CA': 1, 'CV': 1, 'FC': 13, 'FD': 8, 'FF': 15, 'FS': 16, 'FT': 1, 'G': 3, 'I': 8, 'PE': 20, 'RB': 5}",ata,INT,Nulo,0
2210,71019,16,0.0,4.0,0.0,0.0,Bryan Ruíz,0.0,{},mei,SAN,Nulo,1
2234,75372,16,0.0,0.77,-0.01,0.1,Derlis González,0.0,"{'CA': 3, 'CV': 1, 'FC': 15, 'FD': 2, 'FF': 3, 'FS': 14, 'G': 1, 'I': 6, 'PE': 16, 'RB': 9}",ata,SAN,Dúvida,1
2258,77500,16,0.0,2.95,0.0,1.27,Yago,0.0,"{'CA': 3, 'FC': 9, 'FF': 1, 'FS': 2, 'I': 1, 'PE': 11, 'RB': 6, 'SG': 4}",zag,GOI,Contundido,1
2294,71043,16,0.0,3.0,0.0,0.0,Leo,-4.3,"{'CA': 1, 'DD': 7, 'GS': 6, 'PE': 2}",gol,ATL,Dúvida,0
2306,77570,16,0.0,4.23,0.0,1.8,Auremir,0.0,"{'FC': 6, 'FS': 3, 'PE': 8, 'RB': 7}",mei,CEA,Nulo,0
2318,78077,16,0.0,6.35,0.0,4.42,Madson,1.7,"{'CA': 2, 'FC': 14, 'FD': 3, 'FF': 1, 'FS': 21, 'G': 2, 'I': 1, 'PE': 39, 'RB': 21, 'SG': 4}",lat,ATL,Provável,0
2330,71116,16,0.0,4.0,0.0,0.0,Roberto,-0.3,"{'A': 1, 'FC': 4, 'FD': 2, 'FF': 2, 'FS': 5, 'I': 1, 'PE': 8, 'RB': 3}",lat,CHA,Nulo,0
2342,77809,16,0.0,6.16,0.0,1.47,William Pottker,0.0,"{'FC': 4, 'FD': 1, 'FF': 4, 'FS': 2, 'G': 2, 'PE': 6, 'RB': 5}",ata,INT,Nulo,0
2354,78151,16,0.0,4.0,0.0,0.0,Vagner,0.0,{},gol,CHA,Contundido,0
2390,78248,16,0.0,5.2,0.0,2.58,Gustavo Henrique,4.2,"{'CA': 6, 'CV': 1, 'FC': 23, 'FD': 3, 'FF': 6, 'FS': 12, 'G': 2, 'PE': 32, 'RB': 16, 'SG': 11}",zag,SAN,Provável,1
2402,78435,16,0.0,9.17,0.0,4.2,Vitinho,-1.2,"{'A': 3, 'CA': 1, 'FC': 18, 'FD': 8, 'FF': 12, 'FS': 14, 'G': 3, 'I': 2, 'PE': 27, 'RB': 10}",ata,FLA,Provável,0
2414,78086,16,0.0,6.1,0.0,4.62,César,0.0,"{'DD': 7, 'FS': 1, 'GS': 4, 'SG': 1}",gol,FLA,Nulo,0
2426,78415,16,0.0,4.02,0.0,-1.08,Uribe,-1.6,"{'CA': 3, 'FC': 5, 'FD': 4, 'FF': 6, 'I': 2, 'PE': 9, 'RB': 1}",ata,SAN,Suspenso,1
2450,78495,16,0.0,3.0,0.0,0.0,Marcos,0.0,"{'DD': 1, 'FS': 1, 'GS': 2}",gol,GOI,Nulo,1
2474,78512,16,0.0,1.93,0.0,0.85,Paulinho,0.0,"{'FC': 7, 'FF': 2, 'FS': 4, 'PE': 9, 'RB': 4}",lat,AVA,Nulo,1
2510,78605,16,0.0,6.21,0.0,3.13,Gabriel,4.4,"{'CA': 1, 'FC': 14, 'FF': 1, 'FS': 4, 'PE': 15, 'RB': 28}",mei,COR,Provável,0
2534,78654,16,0.0,4.0,0.0,0.0,Eduardo Brock,8.0,"{'RB': 2, 'SG': 1}",zag,CEA,Nulo,0
2546,78475,16,0.0,2.0,0.0,0.0,Alex Amado,0.0,{},ata,CEA,Nulo,0
2570,80276,16,0.0,3.0,0.0,0.0,Alexandre Cajuru,0.0,{},gol,CSA,Contundido,1
2618,78855,16,0.0,5.6,0.0,1.55,Thiago Santos,9.2,"{'CA': 3, 'FC': 24, 'FD': 1, 'FF': 1, 'FS': 8, 'G': 1, 'I': 1, 'PE': 8, 'RB': 19}",mei,PAL,Suspenso,1
2630,78850,16,0.0,15.1,0.0,6.6,Reinaldo,20.7,"{'A': 1, 'CA': 4, 'FC': 28, 'FD': 7, 'FF': 18, 'FS': 27, 'FT': 1, 'G': 5, 'PE': 51, 'PP': 1, 'RB': 42, 'SG': 10}",lat,SAO,Provável,0
2654,78865,16,0.0,7.12,0.0,1.4,Rodrigo Dourado,0.0,"{'CA': 1, 'FC': 2, 'FS': 1, 'PE': 2, 'RB': 3}",mei,INT,Contundido,0
2666,80313,16,0.0,6.24,0.0,1.96,Gilberto ,9.4,"{'A': 2, 'CA': 1, 'FC': 21, 'FD': 5, 'FF': 7, 'FS': 15, 'I': 1, 'PE': 52, 'RB': 21, 'SG': 5}",lat,FLU,Provável,0
2678,78851,16,0.0,4.73,0.0,1.2,Richard,0.0,"{'DD': 1, 'FS': 1, 'GS': 1, 'PE': 1}",gol,CEA,Nulo,0
2702,80363,16,0.0,2.85,0.0,1.13,Ariel Cabral,0.5,"{'CA': 2, 'FC': 10, 'FD': 1, 'FF': 4, 'FS': 6, 'PE': 19, 'RB': 12}",mei,CRU,Nulo,1
2726,80318,16,0.0,3.23,0.0,0.85,Ezequiel ,0.0,"{'CA': 3, 'FC': 13, 'FS': 2, 'I': 1, 'PE': 8, 'RB': 3, 'SG': 3}",lat,BAH,Nulo,0
2738,80394,16,0.0,2.0,0.0,0.0,Matheus Inácio,0.0,{},gol,FOR,Contundido,1
2750,80395,16,0.0,2.43,-0.65,1.24,Renatinho,0.0,"{'CA': 1, 'FC': 4, 'FD': 4, 'FF': 4, 'FS': 7, 'I': 1, 'PE': 9, 'RB': 2}",mei,GOI,Contundido,1
2762,80583,16,0.0,5.08,0.0,1.3,Lucas Lima,0.2,"{'A': 2, 'CA': 2, 'CV': 1, 'FC': 14, 'FD': 2, 'FF': 1, 'FS': 9, 'PE': 12, 'RB': 7}",mei,PAL,Nulo,1
2774,79035,16,0.0,5.96,0.0,4.4,Luiz Felipe,0.0,"{'FS': 1, 'PE': 2, 'RB': 2, 'SG': 3}",zag,SAN,Nulo,1
2786,78991,16,0.0,3.0,0.0,0.0,Moisés Ribeiro,0.0,{},mei,CHA,Suspenso,0
2798,79109,16,0.0,4.0,0.0,0.0,Romero,0.0,{},mei,FOR,Nulo,1
2810,79113,16,0.0,15.2,0.0,6.28,Víctor Cuesta,10.7,"{'CA': 6, 'FC': 20, 'FD': 2, 'FF': 1, 'FS': 24, 'PE': 32, 'RB': 58, 'SG': 8}",zag,INT,Suspenso,0
2846,80337,16,0.0,9.19,0.0,2.27,Arthur Caíke,4.8,"{'A': 1, 'CV': 1, 'FC': 14, 'FD': 6, 'FF': 16, 'FS': 10, 'FT': 1, 'G': 3, 'I': 2, 'PE': 23, 'RB': 6}",ata,BAH,Dúvida,0
2858,80853,16,0.0,14.86,0.0,7.0,Pedro Geromel,-0.3,"{'CA': 3, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 8, 'G': 2, 'PE': 14, 'RB': 30, 'SG': 4}",zag,GRE,Provável,1
2870,79336,16,0.0,1.76,0.0,1.0,Romário Rodrigues,0.0,"{'FC': 1, 'FF': 1, 'FS': 4, 'PE': 1}",ata,CEA,Nulo,0
2882,80692,16,0.0,10.61,0.0,5.5,Luan,4.2,"{'CA': 1, 'FC': 8, 'FD': 3, 'FF': 2, 'FS': 7, 'PE': 8, 'RB': 16, 'SG': 2}",zag,PAL,Nulo,1
2906,80944,16,0.0,6.58,0.0,1.79,Marlone,0.0,"{'CA': 1, 'FC': 8, 'FF': 6, 'FS': 9, 'FT': 1, 'G': 1, 'I': 1, 'PE': 17, 'RB': 7}",mei,GOI,Contundido,1
2942,80949,16,0.0,3.0,0.0,0.0,Biro Biro,0.0,{},ata,BOT,Contundido,0
2954,81091,16,0.0,6.71,0.0,3.44,Jair,0.0,"{'CA': 2, 'FC': 16, 'FF': 1, 'FS': 14, 'G': 1, 'PE': 13, 'RB': 21}",mei,ATL,Contundido,0
2966,84854,16,0.0,6.17,0.0,11.7,Lucas Frigeri,0.0,"{'DD': 6, 'GS': 5, 'PE': 2}",gol,AVA,Nulo,1
2978,81150,16,0.0,7.71,0.0,-0.3,Mayke,0.0,{'PE': 1},lat,PAL,Nulo,1
3014,84861,16,0.0,4.35,0.0,1.7,Alex Silva,0.0,"{'CA': 1, 'FC': 2, 'FD': 1, 'FF': 1, 'FS': 3, 'PE': 1, 'RB': 1}",lat,AVA,Contundido,1
3026,84860,16,0.0,6.3,0.0,8.4,Abner Felipe,0.0,"{'A': 2, 'FC': 6, 'FS': 5, 'PE': 9, 'RB': 5, 'SG': 1}",lat,ATL,Nulo,0
3038,81770,16,0.0,3.92,0.0,0.6,Clayton,0.0,"{'CA': 1, 'FC': 7, 'FD': 5, 'FF': 3, 'PE': 5}",ata,VAS,Nulo,1
3050,81682,16,0.0,10.65,0.0,5.68,Cazares,-4.1,"{'CA': 1, 'CV': 1, 'FC': 16, 'FD': 18, 'FF': 16, 'FS': 6, 'FT': 1, 'G': 4, 'PE': 66, 'RB': 12}",mei,ATL,Suspenso,0
3074,81845,16,0.0,7.5,0.0,4.23,Alisson,11.4,"{'A': 5, 'CA': 4, 'FC': 14, 'FD': 8, 'FF': 6, 'FS': 24, 'G': 3, 'PE': 22, 'RB': 15}",mei,GRE,Provável,1
3098,81776,16,0.0,2.36,0.0,1.65,Bruno Nazário,0.0,"{'CA': 1, 'FC': 5, 'FD': 5, 'FF': 3, 'FS': 10, 'FT': 1, 'PE': 11, 'RB': 2}",mei,ATL,Nulo,0
3110,81951,16,0.0,3.54,0.0,2.13,Igor Julião,0.0,"{'CA': 1, 'FC': 14, 'FD': 2, 'FF': 1, 'FS': 13, 'PE': 11, 'RB': 14, 'SG': 3}",lat,FLU,Nulo,0
3122,85423,16,0.0,3.85,0.0,1.54,Valdívia,0.0,"{'A': 1, 'FC': 10, 'FD': 3, 'FF': 5, 'FS': 10, 'PE': 14, 'RB': 5}",mei,VAS,Nulo,1
3134,85425,16,0.0,2.0,0.0,0.0,João Paulo,0.0,{},gol,SAN,Nulo,1
3146,85004,16,0.0,2.0,0.0,0.0,Marcos Felipe ,0.0,{},gol,FLU,Nulo,0
3158,81905,16,0.0,6.0,0.0,0.0,Henrique Dourado,2.0,"{'FD': 1, 'FF': 1}",ata,PAL,Nulo,1
3170,85418,16,0.0,3.0,0.0,0.0,Uilson,0.0,{},gol,ATL,Contundido,0
3182,99460,16,0.0,1.25,0.0,1.6,Caio,0.0,"{'DD': 3, 'GS': 4, 'PE': 4, 'SG': 1}",gol,ATL,Nulo,0
3206,91191,16,0.0,9.0,0.0,0.0,Gustavo Blanco,0.0,{},mei,ATL,Contundido,0
3218,81881,16,0.0,6.0,0.0,0.0,João Ricardo,7.0,"{'DD': 5, 'GS': 3, 'PE': 1}",gol,CHA,Provável,0
3230,99462,16,0.0,2.0,0.0,0.0,Wesley,-0.5,"{'CA': 1, 'FC': 2, 'FF': 1, 'FS': 1, 'PE': 1, 'RB': 1}",mei,AVA,Provável,1
3242,82411,16,0.0,6.83,0.0,1.25,Cueva,0.0,"{'CA': 1, 'FC': 4, 'FS': 4, 'PE': 12, 'RB': 5}",mei,SAN,Nulo,1
3254,82474,16,0.0,3.11,0.0,2.9,Gegê,0.0,"{'FC': 10, 'FD': 4, 'FF': 5, 'FS': 5, 'FT': 1, 'G': 1, 'PE': 11, 'RB': 11}",mei,AVA,Nulo,1
3266,99474,16,0.0,3.4,0.0,2.9,Wenderson,0.0,"{'FS': 4, 'PE': 2, 'RB': 1}",mei,BOT,Nulo,0
3278,82455,16,0.0,9.77,0.0,2.76,Zé Rafael,0.4,"{'A': 1, 'CA': 3, 'FC': 27, 'FD': 6, 'FF': 7, 'FS': 30, 'I': 2, 'PE': 16, 'RB': 15}",mei,PAL,Provável,1
3290,82634,16,0.0,5.0,0.0,0.0,Matheus Galdezani,0.0,{},mei,INT,Contundido,0
3338,99721,16,0.0,1.75,0.0,-2.3,Mascarenhas,0.0,"{'CA': 1, 'PE': 1}",lat,FLU,Contundido,0
3362,99789,16,0.0,3.14,0.0,2.3,Brenner,0.0,"{'FC': 2, 'FD': 2, 'FF': 4, 'FS': 4, 'FT': 1, 'PE': 6, 'RB': 4}",ata,FLU,Nulo,0
3386,99550,16,0.0,4.77,0.0,3.4,Fernando,0.1,"{'A': 1, 'CA': 5, 'FC': 29, 'FD': 2, 'FF': 1, 'FS': 11, 'FT': 1, 'PE': 32, 'RB': 20, 'SG': 6}",lat,BOT,Dúvida,0
3398,99661,16,0.0,1.29,0.0,-0.5,Igor Cássio,0.7,"{'CA': 1, 'FC': 2, 'PE': 1, 'RB': 2}",ata,BOT,Nulo,0
3422,82647,16,0.0,4.02,0.0,2.1,Régis,0.0,"{'FD': 1, 'FF': 1, 'FS': 2, 'PE': 1, 'RB': 2}",mei,COR,Nulo,0
3446,82730,16,0.0,4.0,0.0,0.0,Marcelo Rangel,0.0,"{'DD': 6, 'FS': 1, 'GS': 3}",gol,GOI,Nulo,1
3458,82767,16,0.0,2.0,0.0,0.0,Vinícius Araújo,1.0,"{'FC': 2, 'FD': 2, 'FS': 1, 'I': 3, 'PE': 4, 'RB': 1}",ata,AVA,Provável,1
3482,99881,16,0.0,7.85,0.0,3.61,Ricardo,0.0,"{'CA': 2, 'FC': 10, 'FD': 1, 'FF': 4, 'FS': 8, 'G': 1, 'PE': 22, 'RB': 20, 'SG': 2}",zag,VAS,Nulo,1
3506,99891,16,0.0,12.25,0.0,4.71,Chará,0.0,"{'A': 1, 'FC': 9, 'FD': 11, 'FF': 12, 'FS': 25, 'FT': 1, 'G': 3, 'I': 4, 'PE': 49, 'RB': 20}",ata,ATL,Contundido,0
3518,88225,16,0.0,4.89,0.0,2.32,Daniel Guedes ,0.0,"{'CA': 2, 'FC': 23, 'FD': 1, 'FF': 2, 'FS': 7, 'I': 2, 'PE': 35, 'RB': 22, 'SG': 4}",lat,GOI,Suspenso,1
3554,85931,16,0.0,6.59,0.0,6.17,Hyoran,0.0,"{'A': 1, 'FC': 6, 'FD': 3, 'FF': 5, 'FS': 5, 'FT': 1, 'PE': 6, 'RB': 5}",mei,PAL,Nulo,1
3590,82930,16,0.0,3.56,0.0,6.2,Cristovam,0.0,"{'CA': 2, 'FC': 7, 'FF': 1, 'FS': 6, 'PE': 11, 'RB': 8}",lat,CEA,Nulo,0
3614,89815,16,0.0,3.32,0.0,1.47,Gustavo Ferrareis,0.0,"{'CA': 2, 'CV': 1, 'FC': 8, 'FD': 4, 'FF': 11, 'FS': 10, 'I': 1, 'PE': 20, 'RB': 5}",mei,AVA,Nulo,1
3626,82943,16,0.0,3.0,0.0,0.0,Matheus Ribeiro,0.0,{},lat,SAN,Nulo,1
3662,86116,16,0.0,2.69,0.0,0.5,Mosquera,-0.6,"{'CA': 2, 'FC': 8, 'FF': 3, 'FS': 13, 'PE': 12, 'RB': 8}",mei,AVA,Nulo,1
3686,86120,16,0.0,5.88,0.0,2.1,Borja,0.0,"{'A': 1, 'CA': 1, 'FC': 5, 'FD': 3, 'FF': 1, 'FS': 6, 'I': 1, 'PE': 3, 'RB': 1}",ata,PAL,Nulo,1
3698,100002,16,0.0,1.99,0.0,1.63,Rickson,0.0,"{'FC': 1, 'FF': 1, 'FS': 6, 'PE': 3, 'RB': 2}",mei,BOT,Nulo,0
3710,83199,16,0.0,4.0,0.0,0.0,Lucão,0.0,{'PE': 1},ata,FLU,Nulo,0
3722,100065,16,0.0,3.74,0.0,1.97,Lincoln,0.0,"{'CA': 1, 'FC': 3, 'FD': 4, 'FF': 3, 'FS': 8, 'G': 1, 'I': 1, 'PE': 8, 'RB': 2}",ata,FLA,Contundido,0
3746,83263,16,0.0,1.0,0.0,0.0,Yuri,0.0,{},mei,BAH,Nulo,0
3758,100290,16,0.0,3.0,0.0,0.0,Lucas Venuto,0.0,"{'FC': 2, 'FF': 1, 'PE': 1}",ata,SAN,Nulo,1
