,id,rodada_id,pontos,preco,variacao,media,apelido,ult_pontuacao,scout,posicao,clube,status,em_casa
1391,68950,25,3.3,4.58,-0.54,1.9,Ronaldo Alves,3.3,"{'CA': 1, 'FC': 8, 'FF': 4, 'FS': 5, 'PE': 4, 'RB': 4, 'SG': 1}",zag,CSA,Provável,1
551,63172,25,3.2,5.05,-0.2,5.05,Paulão,3.2,"{'FC': 1, 'FD': 1, 'FS': 1, 'PE': 2, 'RB': 3, 'SG': 1}",zag,FOR,Nulo,1
2531,80193,25,3.2,7.74,0.36,2.34,Edinho,3.2,"{'CA': 1, 'FC': 12, 'FD': 6, 'FF': 15, 'FS': 33, 'G': 2, 'I': 2, 'PE': 25, 'RB': 6}",mei,FOR,Provável,1
6431,95335,25,3.2,4.5,-0.42,2.4,Matheus Jesus,3.2,"{'FC': 3, 'FS': 7, 'I': 1, 'PE': 5, 'RB': 8}",mei,COR,Provável,0
4979,86686,25,3.1,5.18,0.63,1.92,Tchê Tchê,3.1,"{'CA': 5, 'FC': 29, 'FD': 8, 'FF': 12, 'FS': 31, 'G': 1, 'I': 1, 'PE': 51, 'RB': 28}",mei,SAO,Provável,0
5651,92146,25,3.0,4.55,0.53,2.0,André Luís,3.0,"{'CA': 4, 'FC': 10, 'FD': 4, 'FF': 3, 'FS': 30, 'FT': 3, 'G': 2, 'I': 4, 'PE': 16, 'RB': 3}",ata,FOR,Provável,1
2903,79437,25,2.99,11.54,-0.35,4.34,Roger Machado ,2.99,{},tec,BAH,Provável,0
3959,83817,25,2.9,9.94,-0.4,2.72,Clayson,2.9,"{'A': 2, 'CA': 4, 'FC': 27, 'FD': 8, 'FF': 7, 'FS': 33, 'FT': 1, 'G': 3, 'I': 2, 'PE': 44, 'RB': 16}",ata,COR,Provável,0
3095,81798,25,2.8,4.25,0.08,1.31,Rossi,2.8,"{'A': 1, 'CA': 5, 'FC': 22, 'FD': 10, 'FF': 13, 'FS': 27, 'FT': 1, 'I': 2, 'PE': 46, 'PP': 1, 'RB': 13}",ata,VAS,Provável,1
4391,90061,25,2.8,12.72,-0.13,3.64,Bruno Pacheco,2.8,"{'A': 2, 'CA': 2, 'CV': 1, 'FC': 37, 'FF': 3, 'FS': 50, 'PE': 58, 'RB': 45, 'SG': 4}",lat,CHA,Provável,0
8267,102887,25,2.72,6.68,-0.12,2.99,Bruno Lazaroni,2.72,{},tec,BOT,Provável,0
1187,72097,25,2.7,5.6,-0.23,3.41,Giovanni,2.7,"{'CA': 1, 'FC': 4, 'FF': 1, 'FS': 1, 'PE': 13, 'RB': 7, 'SG': 4}",lat,BAH,Provável,0
1955,73789,25,2.7,3.23,0.45,2.65,Gilberto,2.7,"{'CA': 2, 'FC': 16, 'FD': 2, 'FF': 2, 'FS': 6, 'PE': 10, 'RB': 23}",mei,GOI,Provável,1
5327,91607,25,2.7,12.68,-0.43,5.07,Rony,2.7,"{'A': 3, 'CA': 5, 'FC': 39, 'FD': 14, 'FF': 27, 'FS': 40, 'FT': 1, 'G': 4, 'I': 8, 'PE': 36, 'RB': 18}",ata,ATL,Provável,0
5555,94067,25,2.7,4.03,0.11,1.7,Matheus Fernandes,2.7,"{'FC': 1, 'FD': 1, 'FS': 3, 'PE': 4, 'RB': 5}",mei,PAL,Nulo,1
8579,102998,25,2.7,1.64,0.43,2.95,Vini Locatelli,2.7,"{'A': 1, 'FC': 4, 'FD': 3, 'FS': 5, 'PE': 1, 'RB': 2}",mei,CHA,Provável,0
6851,95798,25,2.6,5.88,0.23,1.6,Gustavo Bochecha,2.6,"{'A': 1, 'CA': 2, 'FC': 8, 'FD': 5, 'FF': 6, 'FS': 15, 'PE': 55, 'RB': 22}",mei,BOT,Provável,0
7307,105786,25,2.6,2.55,0.83,2.11,Talles Magno,2.6,"{'CA': 4, 'FC': 22, 'FD': 6, 'FF': 12, 'FS': 29, 'G': 2, 'I': 1, 'PE': 24, 'RB': 6}",ata,VAS,Nulo,1
8279,103099,25,2.6,2.36,0.12,1.59,Éderson,2.6,"{'CA': 2, 'FC': 16, 'FD': 3, 'FF': 3, 'FS': 16, 'FT': 1, 'PE': 19, 'RB': 10}",mei,CRU,Provável,1
2135,70944,25,2.5,10.57,0.44,2.95,Bruno Henrique,2.5,"{'A': 1, 'CA': 1, 'FC': 38, 'FD': 3, 'FF': 8, 'FS': 19, 'G': 4, 'PE': 36, 'RB': 19}",mei,PAL,Provável,1
3815,100125,25,2.5,2.95,-0.33,1.34,Thuler,2.5,"{'CA': 2, 'FC': 7, 'FS': 4, 'PE': 7, 'RB': 4, 'SG': 3}",zag,FLA,Nulo,0
5627,88125,25,2.5,2.15,0.49,0.15,Yuri,2.5,"{'CA': 1, 'FC': 4, 'FD': 1, 'FF': 1, 'FS': 4, 'PE': 2, 'RB': 1}",mei,BOT,Dúvida,0
6671,102700,25,2.5,2.75,-0.25,2.5,Hulk,2.5,"{'FC': 1, 'PE': 5, 'RB': 3}",lat,ATL,Nulo,0
7247,96966,25,2.5,5.09,0.29,2.7,Arthur Gomes,2.5,"{'CA': 2, 'FC': 18, 'FD': 2, 'FF': 9, 'FS': 39, 'FT': 1, 'G': 3, 'I': 2, 'PE': 26, 'RB': 15}",ata,CHA,Nulo,0
9647,42491,25,2.4,5.67,0.2,2.75,Márcio Azevedo,2.4,"{'A': 2, 'CA': 3, 'FC': 21, 'FD': 1, 'FF': 4, 'FS': 17, 'I': 1, 'PE': 34, 'RB': 14, 'SG': 6}",lat,ATL,Provável,0
1127,71920,25,2.2,4.85,-0.33,2.13,Michel,2.2,"{'CA': 3, 'FC': 28, 'FD': 5, 'FF': 5, 'FS': 2, 'GC': 2, 'PE': 25, 'RB': 39}",mei,GRE,Provável,1
2171,74069,25,2.2,4.02,0.27,2.03,Matheus Barbosa,2.2,"{'A': 1, 'CA': 1, 'FC': 14, 'FD': 3, 'FF': 5, 'FS': 10, 'I': 1, 'PE': 32, 'RB': 20}",mei,AVA,Provável,1
4439,90309,25,2.2,4.89,-0.16,1.31,David,2.2,"{'A': 2, 'CA': 2, 'FC': 34, 'FD': 12, 'FF': 15, 'FS': 19, 'FT': 1, 'I': 9, 'PE': 32, 'RB': 11}",ata,CRU,Provável,1
5459,87470,25,2.2,4.71,0.38,2.45,Thaciano,2.2,"{'A': 1, 'CA': 4, 'FC': 19, 'FD': 8, 'FF': 4, 'FS': 15, 'G': 1, 'I': 3, 'PE': 16, 'RB': 23}",mei,GRE,Nulo,1
23,37614,25,2.1,4.56,0.61,1.17,Evandro,2.1,"{'A': 2, 'CV': 1, 'FC': 12, 'FD': 1, 'FF': 1, 'FS': 6, 'PE': 12, 'RB': 6}",mei,SAN,Provável,1
1535,68952,25,2.1,7.17,-1.48,3.54,Marinho,2.1,"{'A': 1, 'CA': 6, 'CV': 1, 'FC': 28, 'FD': 11, 'FF': 12, 'FS': 44, 'FT': 1, 'G': 3, 'I': 4, 'PE': 29, 'RB': 19}",ata,SAN,Suspenso,1
3443,99802,25,2.1,5.48,0.1,3.49,Richard Franco,2.1,"{'FC': 28, 'FD': 4, 'FF': 14, 'FS': 18, 'G': 1, 'I': 1, 'PE': 37, 'RB': 30}",mei,AVA,Provável,1
6131,94857,25,2.1,5.72,-1.32,5.0,Jonatan Gomez,2.1,"{'A': 2, 'CA': 4, 'FC': 19, 'FD': 12, 'FF': 16, 'FS': 48, 'G': 4, 'I': 1, 'PE': 42, 'RB': 15}",mei,CSA,Provável,1
7091,96454,25,2.05,6.42,-0.7,2.05,Evando Camillato,2.05,{},tec,AVA,Provável,1
1367,72362,25,2.0,10.19,-0.61,6.06,Rodrigo Lindoso,2.0,"{'A': 2, 'CA': 1, 'FC': 19, 'FD': 6, 'FF': 8, 'FS': 14, 'FT': 2, 'G': 3, 'I': 1, 'PE': 29, 'RB': 42}",mei,INT,Provável,0
3167,81905,25,2.0,5.01,-0.99,2.0,Henrique Dourado,2.0,"{'FD': 1, 'FF': 1}",ata,PAL,Nulo,1
4115,84709,25,2.0,13.44,0.17,3.1,Nico López,2.0,"{'A': 3, 'CA': 5, 'FC': 23, 'FD': 10, 'FF': 17, 'FS': 11, 'FT': 2, 'G': 1, 'I': 10, 'PE': 41, 'RB': 21}",ata,INT,Provável,0
4619,90768,25,2.0,4.93,-0.35,2.97,Fabrício Bruno,2.0,"{'CA': 2, 'FC': 3, 'FF': 1, 'FS': 7, 'PE': 15, 'RB': 9, 'SG': 5}",zag,CRU,Provável,1
6419,95222,25,2.0,1.89,-0.11,2.0,Thalles,2.0,"{'A': 1, 'CA': 1, 'FC': 3, 'FS': 1}",mei,GOI,Nulo,1
9767,61985,25,2.0,2.38,0.41,-0.39,Airton,2.0,"{'CA': 2, 'CV': 1, 'FC': 10, 'FS': 11, 'PE': 7, 'RB': 5}",mei,FLU,Nulo,0
5075,86749,25,1.9,2.54,0.38,0.63,Felipe Ferreira,1.9,"{'FC': 1, 'FD': 1, 'FF': 1, 'FS': 2, 'PE': 2}",mei,VAS,Nulo,1
719,71162,25,1.7,4.87,-0.58,3.16,Vinícius,1.7,"{'A': 2, 'CA': 2, 'FC': 10, 'FD': 10, 'FF': 12, 'FS': 15, 'FT': 1, 'G': 2, 'I': 1, 'PE': 53, 'RB': 12}",mei,ATL,Nulo,0
815,63289,25,1.7,8.51,-0.08,3.25,Edenílson,1.7,"{'A': 1, 'CA': 4, 'FC': 16, 'FD': 4, 'FF': 2, 'FS': 17, 'G': 5, 'PE': 36, 'RB': 17}",mei,INT,Provável,0
2327,78077,25,1.7,5.69,0.26,3.49,Madson,1.7,"{'CA': 2, 'FC': 14, 'FD': 3, 'FF': 1, 'FS': 21, 'G': 2, 'I': 1, 'PE': 39, 'RB': 21, 'SG': 4}",lat,ATL,Provável,0
4847,91242,25,1.7,8.48,-0.46,3.06,Leandro Barcia,1.7,"{'A': 1, 'CA': 5, 'FC': 35, 'FD': 9, 'FF': 16, 'FS': 25, 'FT': 1, 'G': 4, 'I': 3, 'PE': 31, 'RB': 20}",ata,GOI,Provável,1
5807,92708,25,1.7,9.38,-0.01,3.44,Deyverson,1.7,"{'A': 2, 'CA': 2, 'FC': 13, 'FD': 7, 'FF': 11, 'FS': 28, 'G': 1, 'I': 14, 'PE': 20, 'RB': 8}",ata,PAL,Nulo,1
8495,99032,25,1.7,4.83,0.05,2.69,Lourenço,1.7,"{'A': 3, 'CA': 2, 'FC': 17, 'FD': 11, 'FF': 9, 'FS': 30, 'FT': 1, 'I': 4, 'PE': 45, 'RB': 17}",ata,AVA,Provável,1
2207,70986,25,1.6,7.38,-1.75,5.95,Léo Cittadini,1.6,"{'A': 1, 'CA': 2, 'FC': 13, 'FD': 10, 'FF': 9, 'FS': 22, 'G': 4, 'PE': 16, 'RB': 25}",mei,ATL,Provável,0
2603,80189,25,1.6,6.71,-0.56,3.21,Lucas Fonseca,1.6,"{'A': 1, 'CA': 2, 'FC': 6, 'FD': 2, 'FF': 3, 'FS': 9, 'PE': 43, 'RB': 14, 'SG': 13}",zag,BAH,Provável,0
3947,83772,25,1.6,6.0,0.26,2.54,Neilton,1.6,"{'FC': 7, 'FD': 2, 'FF': 7, 'FS': 19, 'G': 1, 'I': 2, 'PE': 20, 'RB': 7}",ata,INT,Nulo,0
1199,68895,25,1.5,5.59,-0.11,2.78,Wellington Silva,1.5,"{'A': 1, 'CA': 1, 'FC': 3, 'FD': 4, 'FF': 8, 'FS': 23, 'G': 1, 'I': 1, 'PE': 21, 'RB': 9}",ata,INT,Nulo,0
1799,69161,25,1.5,4.21,-1.33,3.12,Boselli,1.5,"{'A': 2, 'CA': 2, 'FC': 5, 'FD': 5, 'FF': 6, 'FS': 12, 'G': 3, 'I': 2, 'PE': 14, 'RB': 1}",ata,COR,Provável,0
1895,73721,25,1.5,3.8,0.08,0.73,Marcos Vinícius,1.5,"{'FC': 2, 'FS': 3, 'PE': 2, 'RB': 2}",mei,BOT,Nulo,0
3887,100425,25,1.4,2.79,0.36,1.89,Bustamante,1.4,"{'A': 1, 'CA': 1, 'FC': 25, 'FD': 2, 'FF': 6, 'FS': 12, 'G': 1, 'I': 1, 'PE': 17, 'RB': 11}",ata,CSA,Provável,1
4967,86711,25,1.4,4.33,-0.9,2.02,Richard,1.4,"{'CA': 4, 'FC': 21, 'FD': 2, 'FF': 4, 'FS': 21, 'PE': 24, 'RB': 28}",mei,VAS,Provável,1
1979,70696,25,1.39,11.24,-0.51,4.21,Fábio Carille,1.39,{},tec,COR,Provável,0
1775,73619,25,1.3,4.55,-0.06,1.25,Wellington Nem,1.3,"{'CA': 2, 'FC': 11, 'FD': 2, 'FF': 7, 'FS': 23, 'PE': 6, 'RB': 2}",ata,FLU,Provável,0
3779,100084,25,1.3,1.36,-0.06,0.87,Igor Gomes,1.3,"{'CA': 2, 'FC': 11, 'FD': 3, 'FF': 4, 'FS': 12, 'G': 1, 'PE': 14, 'RB': 4}",mei,SAO,Nulo,0
6287,102318,25,1.3,4.03,0.05,2.87,Caio Paulista,1.3,"{'FC': 21, 'FD': 5, 'FF': 19, 'FS': 25, 'I': 2, 'PE': 32, 'RB': 28}",ata,AVA,Provável,1
59,50313,25,1.2,4.36,-0.32,0.86,Elicarlos,1.2,"{'CA': 4, 'FC': 18, 'FD': 2, 'FF': 7, 'FS': 14, 'PE': 19, 'RB': 12}",mei,CHA,Provável,0
347,54395,25,1.2,8.35,0.08,1.57,Elias,1.2,"{'A': 1, 'CA': 2, 'CV': 1, 'FC': 24, 'FD': 5, 'FF': 4, 'FS': 14, 'FT': 1, 'G': 1, 'PE': 58, 'RB': 25}",mei,ATL,Provável,0
1343,68942,25,1.2,5.65,-0.52,2.24,Luciano Castán,1.2,"{'CA': 6, 'FC': 16, 'FF': 1, 'FS': 6, 'PE': 37, 'RB': 21, 'SG': 9}",zag,CSA,Provável,1
1931,70132,25,1.2,2.8,0.24,0.47,Alan Santos,1.2,"{'FC': 5, 'FF': 1, 'FS': 3, 'PE': 3, 'RB': 2}",mei,BOT,Nulo,0
4379,89493,25,1.2,8.64,-0.75,2.4,Igor Rabello,1.2,"{'CV': 1, 'FC': 19, 'FD': 1, 'FF': 6, 'FS': 15, 'I': 1, 'PE': 27, 'RB': 30, 'SG': 3}",zag,ATL,Provável,0
5267,101715,25,1.2,6.27,0.0,5.15,Alerrandro,1.2,"{'A': 1, 'FC': 5, 'FD': 6, 'FF': 9, 'FS': 9, 'FT': 2, 'G': 2, 'I': 3, 'PE': 8, 'RB': 8}",ata,ATL,Nulo,0
5387,101717,25,1.2,10.79,-0.41,2.53,Marrony,1.2,"{'A': 1, 'CA': 3, 'CV': 1, 'FC': 33, 'FD': 9, 'FF': 17, 'FS': 32, 'G': 1, 'I': 5, 'PE': 31, 'RB': 26}",ata,VAS,Provável,1
5795,92182,25,1.2,5.93,-0.78,3.91,Juninho,1.2,"{'CA': 1, 'FC': 8, 'FD': 4, 'FF': 3, 'FS': 9, 'I': 1, 'PE': 27, 'RB': 11, 'SG': 9}",zag,BAH,Provável,0
8387,38336,25,1.2,9.07,0.16,1.62,Adriano,1.2,"{'CA': 3, 'FC': 4, 'FF': 1, 'FS': 1, 'PE': 9, 'RB': 5, 'SG': 2}",lat,ATL,Nulo,0
9551,38959,25,1.2,5.45,-0.31,2.83,Vagner Love,1.2,"{'CA': 3, 'FC': 24, 'FD': 4, 'FF': 7, 'FS': 30, 'G': 5, 'I': 8, 'PE': 30, 'RB': 13}",ata,COR,Provável,0
9755,61149,25,1.2,5.39,-0.45,2.25,Lucca,1.2,"{'CA': 1, 'FC': 14, 'FD': 9, 'FF': 6, 'FS': 21, 'I': 1, 'PE': 15, 'RB': 10}",ata,BAH,Dúvida,0
8411,38394,25,1.1,1.13,0.12,-0.64,Thiago Heleno,1.1,"{'CA': 3, 'FC': 7, 'FD': 2, 'FS': 6, 'PE': 7, 'RB': 2}",zag,ATL,Suspenso,0
8543,38451,25,1.1,7.97,-0.77,5.14,Carlinhos,1.1,"{'CA': 1, 'FC': 15, 'FD': 6, 'FF': 8, 'FS': 18, 'G': 2, 'PE': 51, 'RB': 36, 'SG': 8}",lat,CSA,Provável,1
7871,98057,25,1.05,9.8,-0.41,3.62,Tiago Nunes,1.05,{},tec,ATL,Provável,0
1139,68920,25,1.0,17.78,-0.82,6.01,Dudu,1.0,"{'A': 2, 'CA': 3, 'FC': 15, 'FD': 17, 'FF': 18, 'FS': 71, 'G': 6, 'I': 5, 'PE': 58, 'RB': 9}",ata,PAL,Provável,1
3467,82767,25,1.0,1.68,0.17,0.35,Vinícius Araújo,1.0,"{'FC': 2, 'FD': 2, 'FS': 1, 'I': 3, 'PE': 4, 'RB': 1}",ata,AVA,Provável,1
4559,90715,25,1.0,3.97,0.16,1.26,Luiz Fernando ,1.0,"{'CA': 3, 'FC': 22, 'FD': 4, 'FF': 11, 'FS': 31, 'FT': 1, 'G': 1, 'I': 4, 'PE': 28, 'RB': 10}",mei,BOT,Provável,0
131,37646,25,0.9,4.16,-1.13,2.36,Betão,0.9,"{'CA': 5, 'CV': 1, 'FC': 14, 'FD': 1, 'FF': 2, 'FS': 21, 'PE': 43, 'RB': 29, 'SG': 6}",zag,AVA,Provável,1
47,50284,25,0.7,4.21,-0.44,1.97,Wilson,0.7,"{'DD': 8, 'FS': 1, 'GS': 9, 'PE': 2}",gol,ATL,Dúvida,0
3407,99661,25,0.7,1.18,-0.11,-0.1,Igor Cássio,0.7,"{'CA': 1, 'FC': 2, 'PE': 1, 'RB': 2}",ata,BOT,Nulo,0
3839,83433,25,0.7,8.29,-1.14,4.21,Patrick,0.7,"{'A': 1, 'CA': 2, 'FC': 21, 'FD': 2, 'FF': 5, 'FS': 24, 'G': 1, 'PE': 30, 'RB': 34}",mei,INT,Provável,0
4199,88651,25,0.7,1.21,0.34,-0.72,Vinícius Tanque,0.7,"{'FC': 8, 'FS': 5, 'I': 1, 'PE': 3}",ata,BOT,Nulo,0
5363,87009,25,0.7,5.3,-1.13,2.95,Nathan,0.7,"{'CA': 2, 'FC': 17, 'FD': 4, 'FF': 5, 'FS': 5, 'G': 4, 'PE': 20, 'RB': 13}",mei,ATL,Suspenso,0
8663,38523,25,0.7,4.91,-1.36,1.94,Edílson,0.7,"{'CA': 2, 'CV': 2, 'FC': 11, 'FF': 4, 'FS': 6, 'FT': 2, 'PE': 21, 'RB': 14, 'SG': 2}",lat,CRU,Provável,1
1055,71787,25,0.6,3.56,0.12,1.18,Juninho Quixadá,0.6,"{'FC': 2, 'FF': 3, 'FS': 3, 'FT': 1, 'PE': 4}",mei,CEA,Nulo,0
2255,74213,25,0.5,3.24,0.4,0.45,Guerra,0.5,"{'CA': 3, 'FC': 8, 'FD': 1, 'FF': 4, 'FS': 3, 'G': 1, 'I': 1, 'PE': 10, 'RB': 3}",mei,BAH,Nulo,0
2711,80363,25,0.5,2.67,-0.18,1.07,Ariel Cabral,0.5,"{'CA': 2, 'FC': 10, 'FD': 1, 'FF': 4, 'FS': 6, 'PE': 19, 'RB': 12}",mei,CRU,Nulo,1
5819,94068,25,0.5,2.59,-0.76,2.34,Ribamar,0.5,"{'FC': 11, 'FD': 5, 'FF': 10, 'FS': 3, 'FT': 1, 'G': 1, 'I': 7, 'PE': 6, 'RB': 2}",ata,VAS,Provável,1
6239,102302,25,0.5,1.43,0.1,0.7,Papagaio,0.5,"{'FC': 6, 'FD': 1, 'FF': 2, 'FS': 3, 'PE': 3, 'RB': 3}",ata,GOI,Nulo,1
7979,98400,25,0.5,2.4,-0.6,0.5,Gabriel Lima,0.5,{'FS': 1},ata,AVA,Nulo,1
8423,102909,25,0.5,3.01,0.15,0.86,Luan,0.5,"{'CA': 2, 'FC': 27, 'FD': 1, 'FF': 3, 'FS': 5, 'PE': 24, 'RB': 21}",mei,SAO,Provável,0
7607,97341,25,0.49,7.74,-0.87,3.3,Rogério Ceni,0.49,{},tec,FOR,Provável,1
1607,73317,25,0.41,6.24,-0.74,3.08,Argel Fucks,0.41,{},tec,CSA,Provável,1
659,63128,25,0.4,2.24,0.15,0.23,Douglas,0.4,"{'CA': 5, 'FC': 18, 'FF': 5, 'FS': 3, 'PE': 12, 'RB': 7, 'SG': 2}",zag,CHA,Provável,0
2375,71113,25,0.4,3.53,-0.09,0.24,Felipe Baxola,0.4,"{'CA': 1, 'FC': 7, 'FD': 2, 'FF': 3, 'FS': 2, 'PE': 12, 'RB': 4}",mei,CEA,Provável,0
3287,82455,25,0.4,8.36,-0.26,2.3,Zé Rafael,0.4,"{'A': 1, 'CA': 3, 'FC': 27, 'FD': 6, 'FF': 7, 'FS': 30, 'I': 2, 'PE': 16, 'RB': 15}",mei,PAL,Provável,1
4895,86519,25,0.4,2.17,-0.17,0.75,Everton Felipe,0.4,"{'CA': 1, 'FC': 3, 'FD': 1, 'FF': 3, 'FS': 10, 'PE': 12, 'RB': 3}",mei,ATL,Nulo,0
5291,91508,25,0.4,3.59,-1.2,1.37,Leonardo Valencia,0.4,"{'A': 1, 'CA': 2, 'FC': 4, 'FD': 2, 'FF': 6, 'FS': 4, 'G': 1, 'I': 1, 'PE': 17, 'RB': 3}",mei,BOT,Provável,0
9635,62023,25,0.4,5.86,0.14,0.93,D'Alessandro,0.4,"{'A': 1, 'CA': 2, 'FC': 2, 'FD': 6, 'FF': 5, 'FS': 9, 'G': 1, 'I': 5, 'PE': 40, 'PP': 1, 'RB': 4}",mei,INT,Provável,0
1475,68954,25,0.3,3.54,-0.37,1.28,Marquinhos Gabriel,0.3,"{'CA': 2, 'FC': 9, 'FD': 5, 'FF': 5, 'FS': 14, 'I': 1, 'PE': 19, 'RB': 13}",mei,CRU,Nulo,1
1991,73741,25,0.3,13.02,-0.88,3.8,Marco Ruben,0.3,"{'A': 3, 'CA': 1, 'FC': 18, 'FD': 7, 'FF': 6, 'FS': 6, 'FT': 3, 'G': 2, 'I': 5, 'PE': 13, 'RB': 7}",ata,ATL,Dúvida,0
8723,103076,25,0.3,2.79,-0.3,1.29,Mateus Gonçalves,0.3,"{'CA': 1, 'FC': 7, 'FD': 2, 'FF': 6, 'FS': 8, 'G': 1, 'I': 1, 'PE': 20, 'RB': 8}",ata,CEA,Provável,0
9863,62129,25,0.3,0.77,-0.01,-1.22,Wellington,0.3,"{'CA': 7, 'FC': 31, 'FD': 1, 'FF': 2, 'FS': 6, 'PE': 39, 'RB': 9}",mei,ATL,Provável,0
83,37655,25,0.2,2.89,0.47,0.0,Rafael Moura,0.2,"{'CA': 1, 'FC': 24, 'FD': 2, 'FF': 4, 'FS': 13, 'I': 1, 'PE': 12, 'RB': 4}",ata,GOI,Provável,1
1331,72142,25,0.2,8.14,0.07,5.03,Danilo Avelar,0.2,"{'CA': 4, 'FC': 20, 'FD': 5, 'FF': 2, 'FS': 24, 'G': 1, 'I': 1, 'PE': 28, 'RB': 23, 'SG': 9}",lat,COR,Provável,0
2183,70934,25,0.2,4.23,-0.3,1.44,Jackson,0.2,"{'CA': 1, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 10, 'I': 1, 'PE': 21, 'RB': 6, 'SG': 2}",zag,FOR,Provável,1
2771,80583,25,0.2,4.04,-0.06,0.78,Lucas Lima,0.2,"{'A': 2, 'CA': 2, 'CV': 1, 'FC': 14, 'FD': 2, 'FF': 1, 'FS': 9, 'PE': 12, 'RB': 7}",mei,PAL,Nulo,1
4487,90302,25,0.2,9.73,-0.75,2.95,Pedro Rocha,0.2,"{'A': 2, 'CA': 2, 'FC': 15, 'FD': 10, 'FF': 7, 'FS': 25, 'G': 2, 'I': 3, 'PE': 46, 'RB': 14}",ata,CRU,Nulo,1
4811,101491,25,0.2,4.08,-0.76,2.12,Ricardo,0.2,"{'CA': 3, 'FC': 15, 'FD': 1, 'FF': 2, 'FS': 3, 'I': 3, 'PE': 35, 'RB': 12, 'SG': 7}",zag,AVA,Provável,1
6707,93893,25,0.2,3.44,-0.67,1.7,Marcos Júnior,0.2,"{'CA': 4, 'FC': 28, 'FD': 3, 'FF': 6, 'FS': 24, 'FT': 1, 'G': 1, 'PE': 45, 'RB': 22}",mei,VAS,Provável,1
8507,98765,25,0.2,0.85,-0.23,0.95,Marquinhos,0.2,"{'FC': 2, 'FF': 2, 'FS': 2, 'PE': 4, 'RB': 1}",mei,ATL,Dúvida,0
9587,39572,25,0.2,4.62,-0.58,2.22,Renato,0.2,"{'FD': 3, 'FF': 3, 'FS': 11, 'PE': 4, 'RB': 2}",ata,CHA,Nulo,0
3395,99550,25,0.1,4.04,-0.93,2.66,Fernando,0.1,"{'A': 1, 'CA': 5, 'FC': 29, 'FD': 2, 'FF': 1, 'FS': 11, 'FT': 1, 'PE': 32, 'RB': 20, 'SG': 6}",lat,BOT,Dúvida,0
4319,89256,25,0.1,8.74,-0.54,4.13,Gerson,0.1,"{'A': 1, 'CA': 1, 'FC': 35, 'FD': 3, 'FF': 4, 'FS': 51, 'FT': 2, 'G': 1, 'PE': 40, 'RB': 28}",mei,FLA,Provável,0
11,50294,25,0.0,2.63,-0.09,-0.66,Guilherme,0.0,"{'CA': 2, 'FC': 4, 'FS': 3, 'PE': 6, 'RB': 2}",mei,FLU,Nulo,0
95,50293,25,0.0,6.79,0.0,1.17,Ramires,0.0,"{'FC': 2, 'FF': 1, 'FS': 2, 'PE': 1, 'RB': 2}",mei,PAL,Contundido,1
107,50301,25,0.0,7.34,0.0,1.68,Everton,0.0,"{'A': 2, 'CA': 3, 'FC': 32, 'FD': 3, 'FF': 3, 'FS': 22, 'G': 1, 'I': 7, 'PE': 31, 'RB': 18}",mei,SAO,Contundido,0
119,37657,25,0.0,6.97,0.0,4.7,Edu Dracena,0.0,"{'FC': 3, 'FD': 1, 'FF': 3, 'FS': 2, 'PE': 1, 'RB': 4, 'SG': 2}",zag,PAL,Nulo,1
155,50324,25,0.0,9.05,-0.41,2.28,Hudson,0.0,"{'A': 1, 'CA': 3, 'FC': 25, 'FD': 4, 'FF': 1, 'FS': 10, 'G': 1, 'I': 1, 'PE': 18, 'RB': 22}",mei,SAO,Nulo,0
167,50328,25,0.0,5.0,0.0,0.0,Marcelo Oliveira,0.0,{},zag,GRE,Contundido,1
191,50407,25,0.0,4.67,0.0,1.15,Marquinho,0.0,"{'FC': 9, 'FD': 2, 'FF': 1, 'FS': 3, 'I': 1, 'PE': 6, 'RB': 6}",mei,VAS,Nulo,1
203,50645,25,0.0,8.43,0.0,2.54,Eduardo,0.0,"{'A': 1, 'CA': 2, 'FC': 17, 'FS': 19, 'PE': 46, 'RB': 20, 'SG': 4}",lat,CHA,Contundido,0
215,51042,25,0.0,6.67,0.0,3.17,Apodi,0.0,"{'A': 1, 'CA': 3, 'FC': 36, 'FD': 8, 'FF': 8, 'FS': 27, 'G': 3, 'I': 5, 'PE': 41, 'RB': 10, 'SG': 7}",lat,CSA,Dúvida,1
239,51415,25,0.0,4.09,0.0,0.98,Roger Carvalho,0.0,"{'FC': 5, 'FF': 3, 'FS': 3, 'PE': 24, 'RB': 5, 'SG': 2}",zag,FOR,Contundido,1
251,50408,25,0.0,6.0,0.0,0.0,Breno,0.0,{},zag,VAS,Nulo,1
263,50459,25,0.0,6.34,0.0,1.92,Léo,0.0,"{'CA': 1, 'FC': 16, 'FS': 4, 'PE': 15, 'RB': 15, 'SG': 3}",zag,CRU,Contundido,1
275,50877,25,0.0,2.19,0.0,0.8,Pedro Ken,0.0,"{'CA': 2, 'FC': 9, 'FS': 11, 'PE': 6, 'RB': 8}",mei,CEA,Nulo,0
311,52618,25,0.0,3.52,0.0,2.05,Anderson Martins,0.0,"{'CA': 5, 'FC': 12, 'FS': 1, 'PE': 12, 'RB': 13, 'SG': 4}",zag,SAO,Nulo,0
